ID,Region/Country/Area,Year,Series,Value,Footnotes
638,R�union,2015,Life expectancy at birth for both sexes (years),79.5,Data refers to a 5-year period preceding the reference year.
638,R�union,2015,Life expectancy at birth for males (years),76,Data refers to a 5-year period preceding the reference year.
638,R�union,2015,Life expectancy at birth for females (years),82.9,Data refers to a 5-year period preceding the reference year.
642,Romania,2005,Population annual rate of increase (percent),-0.6,Data refers to a 5-year period preceding the reference year.
642,Romania,2005,Total fertility rate (children per women),1.3,Data refers to a 5-year period preceding the reference year.
642,Romania,2005,"Infant mortality for both sexes (per 1,000 live births)",16.9,Data refers to a 5-year period preceding the reference year.
642,Romania,2005,"Maternal mortality ratio (deaths per 100,000 population)",33,
642,Romania,2005,Life expectancy at birth for both sexes (years),71.5,Data refers to a 5-year period preceding the reference year.
642,Romania,2005,Life expectancy at birth for males (years),67.9,Data refers to a 5-year period preceding the reference year.
642,Romania,2005,Life expectancy at birth for females (years),75.2,Data refers to a 5-year period preceding the reference year.
642,Romania,2010,Population annual rate of increase (percent),-0.9,Data refers to a 5-year period preceding the reference year.
642,Romania,2010,Total fertility rate (children per women),1.4,Data refers to a 5-year period preceding the reference year.
642,Romania,2010,"Infant mortality for both sexes (per 1,000 live births)",12,Data refers to a 5-year period preceding the reference year.
642,Romania,2010,"Maternal mortality ratio (deaths per 100,000 population)",30,
642,Romania,2010,Life expectancy at birth for both sexes (years),73.1,Data refers to a 5-year period preceding the reference year.
642,Romania,2010,Life expectancy at birth for males (years),69.5,Data refers to a 5-year period preceding the reference year.
642,Romania,2010,Life expectancy at birth for females (years),76.7,Data refers to a 5-year period preceding the reference year.
642,Romania,2015,Population annual rate of increase (percent),-0.6,Data refers to a 5-year period preceding the reference year.
642,Romania,2015,Total fertility rate (children per women),1.5,Data refers to a 5-year period preceding the reference year.
642,Romania,2015,"Infant mortality for both sexes (per 1,000 live births)",8.7,Data refers to a 5-year period preceding the reference year.
642,Romania,2015,"Maternal mortality ratio (deaths per 100,000 population)",31,
642,Romania,2015,Life expectancy at birth for both sexes (years),74.8,Data refers to a 5-year period preceding the reference year.
642,Romania,2015,Life expectancy at birth for males (years),71.4,Data refers to a 5-year period preceding the reference year.
642,Romania,2015,Life expectancy at birth for females (years),78.4,Data refers to a 5-year period preceding the reference year.
643,Russian Federation,2005,Population annual rate of increase (percent),-0.4,Data refers to a 5-year period preceding the reference year.
643,Russian Federation,2005,Total fertility rate (children per women),1.3,Data refers to a 5-year period preceding the reference year.
643,Russian Federation,2005,"Infant mortality for both sexes (per 1,000 live births)",16.2,Data refers to a 5-year period preceding the reference year.
643,Russian Federation,2005,"Maternal mortality ratio (deaths per 100,000 population)",42,
643,Russian Federation,2005,Life expectancy at birth for both sexes (years),64.9,Data refers to a 5-year period preceding the reference year.
643,Russian Federation,2005,Life expectancy at birth for males (years),58.6,Data refers to a 5-year period preceding the reference year.
643,Russian Federation,2005,Life expectancy at birth for females (years),72,Data refers to a 5-year period preceding the reference year.
643,Russian Federation,2010,Population annual rate of increase (percent),-0.1,Data refers to a 5-year period preceding the reference year.
643,Russian Federation,2010,Total fertility rate (children per women),1.4,Data refers to a 5-year period preceding the reference year.
643,Russian Federation,2010,"Infant mortality for both sexes (per 1,000 live births)",10.7,Data refers to a 5-year period preceding the reference year.
643,Russian Federation,2010,"Maternal mortality ratio (deaths per 100,000 population)",29,
643,Russian Federation,2010,Life expectancy at birth for both sexes (years),67.1,Data refers to a 5-year period preceding the reference year.
643,Russian Federation,2010,Life expectancy at birth for males (years),61,Data refers to a 5-year period preceding the reference year.
643,Russian Federation,2010,Life expectancy at birth for females (years),73.7,Data refers to a 5-year period preceding the reference year.
643,Russian Federation,2015,Population annual rate of increase (percent),0.1,Data refers to a 5-year period preceding the reference year.
643,Russian Federation,2015,Total fertility rate (children per women),1.7,Data refers to a 5-year period preceding the reference year.
643,Russian Federation,2015,"Infant mortality for both sexes (per 1,000 live births)",8.3,Data refers to a 5-year period preceding the reference year.
643,Russian Federation,2015,"Maternal mortality ratio (deaths per 100,000 population)",25,
643,Russian Federation,2015,Life expectancy at birth for both sexes (years),70.3,Data refers to a 5-year period preceding the reference year.
643,Russian Federation,2015,Life expectancy at birth for males (years),64.7,Data refers to a 5-year period preceding the reference year.
643,Russian Federation,2015,Life expectancy at birth for females (years),75.9,Data refers to a 5-year period preceding the reference year.
646,Rwanda,2005,Population annual rate of increase (percent),2.3,Data refers to a 5-year period preceding the reference year.
646,Rwanda,2005,Total fertility rate (children per women),5.4,Data refers to a 5-year period preceding the reference year.
646,Rwanda,2005,"Infant mortality for both sexes (per 1,000 live births)",90.7,Data refers to a 5-year period preceding the reference year.
646,Rwanda,2005,"Maternal mortality ratio (deaths per 100,000 population)",567,
646,Rwanda,2005,Life expectancy at birth for both sexes (years),50.6,Data refers to a 5-year period preceding the reference year.
646,Rwanda,2005,Life expectancy at birth for males (years),49.6,Data refers to a 5-year period preceding the reference year.
646,Rwanda,2005,Life expectancy at birth for females (years),51.5,Data refers to a 5-year period preceding the reference year.
646,Rwanda,2010,Population annual rate of increase (percent),2.6,Data refers to a 5-year period preceding the reference year.
646,Rwanda,2010,Total fertility rate (children per women),4.9,Data refers to a 5-year period preceding the reference year.
646,Rwanda,2010,"Infant mortality for both sexes (per 1,000 live births)",59.8,Data refers to a 5-year period preceding the reference year.
646,Rwanda,2010,"Maternal mortality ratio (deaths per 100,000 population)",381,
646,Rwanda,2010,Life expectancy at birth for both sexes (years),60.1,Data refers to a 5-year period preceding the reference year.
646,Rwanda,2010,Life expectancy at birth for males (years),58.6,Data refers to a 5-year period preceding the reference year.
646,Rwanda,2010,Life expectancy at birth for females (years),61.5,Data refers to a 5-year period preceding the reference year.
646,Rwanda,2015,Population annual rate of increase (percent),2.5,Data refers to a 5-year period preceding the reference year.
646,Rwanda,2015,Total fertility rate (children per women),4.2,Data refers to a 5-year period preceding the reference year.
646,Rwanda,2015,"Infant mortality for both sexes (per 1,000 live births)",44,Data refers to a 5-year period preceding the reference year.
646,Rwanda,2015,"Maternal mortality ratio (deaths per 100,000 population)",290,
646,Rwanda,2015,Life expectancy at birth for both sexes (years),65.2,Data refers to a 5-year period preceding the reference year.
646,Rwanda,2015,Life expectancy at birth for males (years),63.1,Data refers to a 5-year period preceding the reference year.
646,Rwanda,2015,Life expectancy at birth for females (years),67.1,Data refers to a 5-year period preceding the reference year.
654,Saint Helena,2005,Population annual rate of increase (percent),-3.6,Data refers to a 5-year period preceding the reference year.;Including Ascension and Tristan da Cunha.
654,Saint Helena,2010,Population annual rate of increase (percent),-0.5,Data refers to a 5-year period preceding the reference year.;Including Ascension and Tristan da Cunha.
654,Saint Helena,2015,Population annual rate of increase (percent),-0.7,Data refers to a 5-year period preceding the reference year.;Including Ascension and Tristan da Cunha.
659,Saint Kitts and Nevis,2005,Population annual rate of increase (percent),1.4,Data refers to a 5-year period preceding the reference year.
